Regions,Prefecture,Municipalities(Japanese),Municipalities(English),Dish_Name_JP,Dish_Name_EN,Dish_Subtitle,Pronunciation_Guide,Audio_File_URL,Is_Quick_Bite,Is_Vegeterian,Is_Dine_In,Is_Halal,Is_Seasonal_Peak,Season,Main_Description,Dietary_Info,Price_Min,Price_Max,Visual_Cues,History_Summary,Did_You_Know,Key_Ingredients,Cooking_Method,Toppings,Google_Maps_Query,Image 1,Image 2,Image 3
,Akita,大館市,Odate City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,男鹿市,Oga City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,潟上市,Katagami City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,鹿角市,Kazuno City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,上小阿仁村,Kamikoani Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,北秋田市,Kitaakita City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,小坂町,Kosaka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,五城目町,Gojome Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,仙北市,Semboku City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,大仙市,Daisen City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,にかほ市,Nikaho City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,能代市,Noshiro City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,八郎潟町,Hachirogata Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,八峰町,Happo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,東成瀬村,Higashinaruse Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,藤里町,Fujisato Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,美郷町,Misato Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,三種町,Mitane Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,湯沢市,Yuzawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,由利本荘市,Yurihonjo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Akita,横手市,Yokote City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,朝日町,Asahi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,飯豊町,Iide Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,大石田町,Oishida Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,大江町,Oe Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,大蔵村,Okura Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,小国町,Oguni Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,尾花沢市,Obanazawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,金山町,Kaneyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,河北町,Kahoku Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,上山市,Kaminoyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,川西町,Kawanishi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,寒河江市,Sagae City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,酒田市,Sakata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,鮭川村,Sakegawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,庄内町,Shonai Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,白鷹町,Shirataka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,新庄市,Shinjo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,高畠町,Takahata Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,鶴岡市,Tsuruoka City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,天童市,Tendo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,戸沢村,Tozawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,長井市,Nagai City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,中山町,Nakayama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,南陽市,Nanyo City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,西川町,Nishikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,東根市,Higashine City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,舟形町,Funagata Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,真室川町,Mamurogawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,三川町,Mikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,村山市,Murayama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,最上町,Mogami Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,山形市,Yamagata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,山辺町,Yamanobe Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,遊佐町,Yuza Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamagata,米沢市,Yonezawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,会津坂下町,Aizubange Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,会津美里町,Aizumisato Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,会津若松市,Aizuwakamatsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,浅川町,Asakawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,飯舘村,Iitate Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,石川町,Ishikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,泉崎村,Izumizaki Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,猪苗代町,Inawashiro Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,いわき市,Iwaki City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,大熊町,Okuma Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,大玉村,Otama Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,小野町,Ono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,鏡石町,Kagamiishi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,葛尾村,Katsurao Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,金山町,Kaneyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,川内村,Kawauchi Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,川俣町,Kawamata Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,喜多方市,Kitakata City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,北塩原村,Kitashiobara Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,国見町,Kunimi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,桑折町,Koori Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,郡山市,Koriyama City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,鮫川村,Samegawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,下郷町,Shimogo Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,昭和村,Showa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,白河市,Shirakawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,新地町,Shinchi Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,須賀川市,Sukagawa City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,相馬市,Soma City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,只見町,Tadami Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,伊達市,Date City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,棚倉町,Tanagura Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,玉川村,Tamakawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,田村市,Tamura City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,天栄村,Tenei Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,富岡町,Tomioka Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,中島村,Nakajima Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,浪江町,Namie Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,楢葉町,Naraha Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,西会津町,Nishiaizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,西郷村,Nishigo Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,二本松市,Nihonmatsu City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,塙町,Hanawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,磐梯町,Bandai Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,檜枝岐村,Hinoemata Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,平田村,Hirata Village,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,広野町,Hirono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,福島市,Fukushima City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,双葉町,Futaba Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,古殿町,Furudono Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,三島町,Mishima Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,南会津町,Minamiaizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,南相馬市,Minamisoma City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,三春町,Miharu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,本宮市,Motomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,柳津町,Yanaizu Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,矢吹町,Yabuki Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,矢祭町,Yamatsuri Town,,,,,,,,,,,,,,,,,,,,,,,,,
,Fukushima,湯川村,Yugawa Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,阿見町,Ami Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,石岡市,Ishioka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,潮来市,Itako City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,稲敷市,Inashiki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,茨城町,Ibaraki Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,牛久市,Ushiku City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,大洗町,Oarai Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,小美玉市,Omitama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,笠間市,Kasama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,鹿嶋市,Kashima City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,かすみがうら市,Kasumigaura City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,神栖市,Kamisu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,河内町,Kawachi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,北茨城市,Kitaibaraki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,古河市,Koga City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,五霞町,Goka Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,境町,Sakai Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,桜川市,Sakuragawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,下妻市,Shimotsuma City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,常総市,Joso City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,城里町,Shirosato Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,大子町,Daigo Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,高萩市,Takahagi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,筑西市,Chikusei City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,つくば市,Tsukuba City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,つくばみらい市,Tsukubamirai City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,土浦市,Tsuchiura City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,東海村,Tokai Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,利根町,Tone Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,取手市,Toride City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,那珂市,Naka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,行方市,Namegata City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,坂東市,Bando City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,常陸太田市,Hitachiota City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,常陸大宮市,Hitachiomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,日立市,Hitachi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,ひたちなか市,Hitachinaka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,鉾田市,Hokota City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,水戸市,Mito City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,美浦村,Miho Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,守谷市,Moriya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,八千代町,Yachiyo Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,結城市,Yuki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Ibaraki,龍ケ崎市,Ryugasaki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,足利市,Ashikaga City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,市貝町,Ichikai Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,宇都宮市,Utsunomiya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,大田原市,Otawara City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,小山市,Oyama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,鹿沼市,Kanuma City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,上三川町,Kaminokawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,さくら市,Sakura City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,佐野市,Sano City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,塩谷町,Shioya Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,下野市,Shimotsuke City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,高根沢町,Takanezawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,栃木市,Tochigi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,那珂川町,Nakagawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,那須烏山市,Nasukarasuyama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,那須塩原市,Nasushiobara City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,那須町,Nasu Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,日光市,Nikko City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,野木町,Nogi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,芳賀町,Haga Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,益子町,Mashiko Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,壬生町,Mibu Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,真岡市,Moka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,茂木町,Motegi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Tochigi,矢板市,Yaita City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,安中市,Annaka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,伊勢崎市,Isesaki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,板倉町,Itakura Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,上野村,Ueno Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,邑楽町,Ora Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,大泉町,Oizumi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,太田市,Ota City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,片品村,Katashina Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,川場村,Kawaba Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,神流町,Kanna Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,甘楽町,Kanra Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,桐生市,Kiryu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,草津町,Kusatsu Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,渋川市,Shibukawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,下仁田町,Shimonita Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,昭和村,Showa Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,榛東村,Shinto Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,高崎市,Takasaki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,高山村,Takayama Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,館林市,Tatebayashi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,玉村町,Tamamura Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,千代田町,Chiyoda Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,嬬恋村,Tsumagoi Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,富岡市,Tomioka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,中之条町,Nakanojo Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,長野原町,Naganohara Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,南牧村,Nanmoku Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,沼田市,Numata City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,東吾妻町,Higashiagatsuma Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,藤岡市,Fujioka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,前橋市,Maebashi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,みどり市,Midori City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,みなかみ町,Minakami Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,明和町,Meiwa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Gunma,吉岡町,Yoshioka Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,上尾市,Ageo City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,朝霞市,Asaka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,伊奈町,Ina Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,入間市,Iruma City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,小鹿野町,Ogano Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,小川町,Ogawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,桶川市,Okegawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,越生町,Ogose Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,春日部市,Kasukabe City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,加須市,Kazo City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,神川町,Kamikawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,上里町,Kamisato Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,川口市,Kawaguchi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,川越市,Kawagoe City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,川島町,Kawajima Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,北本市,Kitamoto City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,行田市,Gyoda City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,久喜市,Kuki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,熊谷市,Kumagaya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,鴻巣市,Konosu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,越谷市,Koshigaya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,さいたま市,Saitama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,坂戸市,Sakado City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,幸手市,Satte City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,狭山市,Sayama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,志木市,Shiki City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,白岡市,Shiraoka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,杉戸町,Sugito Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,草加市,Soka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,秩父市,Chichibu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,鶴ヶ島市,Tsurugashima City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,ときがわ町,Tokigawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,所沢市,Tokorozawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,戸田市,Toda City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,長瀞町,Nagatoro Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,滑川町,Namegawa Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,新座市,Niiza City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,蓮田市,Hasuda City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,鳩山町,Hatoyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,羽生市,Hanyu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,飯能市,Hanno City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,東秩父村,Higashichichibu Village,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,東松山市,Higashimatsuyama City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,日高市,Hidaka City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,深谷市,Fukaya City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,富士見市,Fujimi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,ふじみ野市,Fujimino City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,本庄市,Honjo City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,松伏町,Matsubushi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,三郷市,Misato City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,美里町,Misato Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,皆野町,Minano Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,宮代町,Miyashiro Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,三芳町,Miyoshi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,毛呂山町,Moroyama Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,八潮市,Yashio City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,横瀬町,Yokoze Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,吉川市,Yoshikawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,吉見町,Yoshimi Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,寄居町,Yorii Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,嵐山町,Ranzan Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,和光市,Wako City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Saitama,蕨市,Warabi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,旭市,Asahi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,我孫子市,Abiko City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,いすみ市,Isumi City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,市川市,Ichikawa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,一宮町,Ichinomiya Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,市原市,Ichihara City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,印西市,Inzai City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,浦安市,Urayasu City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,大網白里市,Oamishirasato City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,大多喜町,Otaki Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,御宿町,Onjuku Town,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,柏市,Kashiwa City,,,,,,,,,,,,,,,,,,,,,,,,,
Kanto,Chiba,勝浦市,Katsuura City,,,,,,,,,,,,,,,,,,,,,,,,,
