location_id,location_name,type,parent_location_id,city,prefecture_id,region_id,coverage_phase,food_focus,admin_note,content_status
kamiita-town,Kamiita Town,Town,,Kamiita Town,tokushima,shikoku,1,,,Published
kamikatsu-town,Kamikatsu Town,Town,,Kamikatsu Town,tokushima,shikoku,1,,,Published
kamiyama-town,Kamiyama Town,Town,,Kamiyama Town,tokushima,shikoku,1,,,Published
kitajima-town,Kitajima Town,Town,,Kitajima Town,tokushima,shikoku,1,,,Published
komatsushima-city,Komatsushima City,City,,Komatsushima City,tokushima,shikoku,1,,,Published
sanagochi-village,Sanagochi Village,City,,Sanagochi Village,tokushima,shikoku,1,,,Published
tsurugi-town,Tsurugi Town,Town,,Tsurugi Town,tokushima,shikoku,1,,,Published
tokushima-city,Tokushima City,City,,Tokushima City,tokushima,shikoku,1,,,Published
naka-town,Naka Town,Town,,Naka Town,tokushima,shikoku,1,,,Published
naruto-city,Naruto City,City,,Naruto City,tokushima,shikoku,1,,,Published
higashimiyoshi-town,Higashimiyoshi Town,Town,,Higashimiyoshi Town,tokushima,shikoku,1,,,Published
matsushige-town,Matsushige Town,Town,,Matsushige Town,tokushima,shikoku,1,,,Published
minami-town,Minami Town,Town,,Minami Town,tokushima,shikoku,1,,,Published
mima-city,Mima City,City,,Mima City,tokushima,shikoku,1,,,Published
mugi-town,Mugi Town,Town,,Mugi Town,tokushima,shikoku,1,,,Published
yoshinogawa-city,Yoshinogawa City,City,,Yoshinogawa City,tokushima,shikoku,1,,,Published
ayagawa-town,Ayagawa Town,Town,,Ayagawa Town,kagawa,shikoku,1,,,Published
utazu-town,Utazu Town,Town,,Utazu Town,kagawa,shikoku,1,,,Published
kanonji-city,Kanonji City,City,,Kanonji City,kagawa,shikoku,1,,,Published
kotohira-town,Kotohira Town,Town,,Kotohira Town,kagawa,shikoku,1,,,Published
sakaide-city,Sakaide City,City,,Sakaide City,kagawa,shikoku,1,,,Published
sanuki-city,Sanuki City,City,,Sanuki City,kagawa,shikoku,1,,,Published
shodoshima-town,Shodoshima Town,Town,,Shodoshima Town,kagawa,shikoku,1,,,Published
zentsuji-city,Zentsuji City,City,,Zentsuji City,kagawa,shikoku,1,,,Published
takamatsu-city,Takamatsu City,City,,Takamatsu City,kagawa,shikoku,1,,,Published
tadotsu-town,Tadotsu Town,Town,,Tadotsu Town,kagawa,shikoku,1,,,Published
naoshima-town,Naoshima Town,Town,,Naoshima Town,kagawa,shikoku,1,,,Published
higashikagawa-city,Higashikagawa City,City,,Higashikagawa City,kagawa,shikoku,1,,,Published
marugame-city,Marugame City,City,,Marugame City,kagawa,shikoku,1,,,Published
manno-town,Manno Town,Town,,Manno Town,kagawa,shikoku,1,,,Published
miki-town,Miki Town,Town,,Miki Town,kagawa,shikoku,1,,,Published
mitoyo-city,Mitoyo City,City,,Mitoyo City,kagawa,shikoku,1,,,Published
ainan-town,Ainan Town,Town,,Ainan Town,ehime,shikoku,1,,,Published
ikata-town,Ikata Town,Town,,Ikata Town,ehime,shikoku,1,,,Published
imabari-city,Imabari City,City,,Imabari City,ehime,shikoku,1,,,Published
iyo-city,Iyo City,City,,Iyo City,ehime,shikoku,1,,,Published
uchiko-town,Uchiko Town,Town,,Uchiko Town,ehime,shikoku,1,,,Published
uwajima-city,Uwajima City,City,,Uwajima City,ehime,shikoku,1,,,Published
ozu-city,Ozu City,City,,Ozu City,ehime,shikoku,1,,,Published
kamijima-town,Kamijima Town,Town,,Kamijima Town,ehime,shikoku,1,,,Published
kumakogen-town,Kumakogen Town,Town,,Kumakogen Town,ehime,shikoku,1,,,Published
saijo-city,Saijo City,City,,Saijo City,ehime,shikoku,1,,,Published
shikokuchuo-city,Shikokuchuo City,City,,Shikokuchuo City,ehime,shikoku,1,,,Published
seiyo-city,Seiyo City,City,,Seiyo City,ehime,shikoku,1,,,Published
toon-city,Toon City,City,,Toon City,ehime,shikoku,1,,,Published
tobe-town,Tobe Town,Town,,Tobe Town,ehime,shikoku,1,,,Published
niihama-city,Niihama City,City,,Niihama City,ehime,shikoku,1,,,Published
masaki-town,Masaki Town,Town,,Masaki Town,ehime,shikoku,1,,,Published
matsuno-town,Matsuno Town,Town,,Matsuno Town,ehime,shikoku,1,,,Published
matsuyama-city,Matsuyama City,City,,Matsuyama City,ehime,shikoku,1,,,Published
yawatahama-city,Yawatahama City,City,,Yawatahama City,ehime,shikoku,1,,,Published
aki-city,Aki City,City,,Aki City,kochi,shikoku,1,,,Published
ino-town,Ino Town,Town,,Ino Town,kochi,shikoku,1,,,Published
umaji-village,Umaji Village,City,,Umaji Village,kochi,shikoku,1,,,Published
okawa-village,Okawa Village,City,,Okawa Village,kochi,shikoku,1,,,Published
otsuki-town,Otsuki Town,Town,,Otsuki Town,kochi,shikoku,1,,,Published
otoyo-town,Otoyo Town,Town,,Otoyo Town,kochi,shikoku,1,,,Published
ochi-town,Ochi Town,Town,,Ochi Town,kochi,shikoku,1,,,Published
kami-city,Kami City,City,,Kami City,kochi,shikoku,1,,,Published
kitagawa-village,Kitagawa Village,City,,Kitagawa Village,kochi,shikoku,1,,,Published
kuroshio-town,Kuroshio Town,Town,,Kuroshio Town,kochi,shikoku,1,,,Published
geisei-village,Geisei Village,City,,Geisei Village,kochi,shikoku,1,,,Published
kochi-city,Kochi City,City,,Kochi City,kochi,shikoku,1,,,Published
sakawa-town,Sakawa Town,Town,,Sakawa Town,kochi,shikoku,1,,,Published
shimanto-city,Shimanto City,City,,Shimanto City,kochi,shikoku,1,,,Published
shimanto-town,Shimanto Town,Town,,Shimanto Town,kochi,shikoku,1,,,Published
sukumo-city,Sukumo City,City,,Sukumo City,kochi,shikoku,1,,,Published
susaki-city,Susaki City,City,,Susaki City,kochi,shikoku,1,,,Published
tano-town,Tano Town,Town,,Tano Town,kochi,shikoku,1,,,Published
tsuno-town,Tsuno Town,Town,,Tsuno Town,kochi,shikoku,1,,,Published
toyo-town,Toyo Town,Town,,Toyo Town,kochi,shikoku,1,,,Published
tosa-city,Tosa City,City,,Tosa City,kochi,shikoku,1,,,Published
tosashimizu-city,Tosashimizu City,City,,Tosashimizu City,kochi,shikoku,1,,,Published
tosa-town,Tosa Town,Town,,Tosa Town,kochi,shikoku,1,,,Published
nakatosa-town,Nakatosa Town,Town,,Nakatosa Town,kochi,shikoku,1,,,Published
nahari-town,Nahari Town,Town,,Nahari Town,kochi,shikoku,1,,,Published
nankoku-city,Nankoku City,City,,Nankoku City,kochi,shikoku,1,,,Published
niyodogawa-town,Niyodogawa Town,Town,,Niyodogawa Town,kochi,shikoku,1,,,Published
hidaka-village,Hidaka Village,City,,Hidaka Village,kochi,shikoku,1,,,Published
mihara-village,Mihara Village,City,,Mihara Village,kochi,shikoku,1,,,Published
muroto-city,Muroto City,City,,Muroto City,kochi,shikoku,1,,,Published
motoyama-town,Motoyama Town,Town,,Motoyama Town,kochi,shikoku,1,,,Published
yasuda-town,Yasuda Town,Town,,Yasuda Town,kochi,shikoku,1,,,Published
yusuhara-town,Yusuhara Town,Town,,Yusuhara Town,kochi,shikoku,1,,,Published
aka-village,Aka Village,City,,Aka Village,fukuoka,kyuushuu,1,,,Published
asakura-city,Asakura City,City,,Asakura City,fukuoka,kyuushuu,1,,,Published
ashiya-town,Ashiya Town,Town,,Ashiya Town,fukuoka,kyuushuu,1,,,Published
iizuka-city,Iizuka City,City,,Iizuka City,fukuoka,kyuushuu,1,,,Published
itoshima-city,Itoshima City,City,,Itoshima City,fukuoka,kyuushuu,1,,,Published
itoda-town,Itoda Town,Town,,Itoda Town,fukuoka,kyuushuu,1,,,Published
ukiha-city,Ukiha City,City,,Ukiha City,fukuoka,kyuushuu,1,,,Published
umi-town,Umi Town,Town,,Umi Town,fukuoka,kyuushuu,1,,,Published
okawa-city,Okawa City,City,,Okawa City,fukuoka,kyuushuu,1,,,Published
oki-town,Oki Town,Town,,Oki Town,fukuoka,kyuushuu,1,,,Published
oto-town,Oto Town,Town,,Oto Town,fukuoka,kyuushuu,1,,,Published
onojo-city,Onojo City,City,,Onojo City,fukuoka,kyuushuu,1,,,Published
omuta-city,Omuta City,City,,Omuta City,fukuoka,kyuushuu,1,,,Published
okagaki-town,Okagaki Town,Town,,Okagaki Town,fukuoka,kyuushuu,1,,,Published
ogori-city,Ogori City,City,,Ogori City,fukuoka,kyuushuu,1,,,Published
onga-town,Onga Town,Town,,Onga Town,fukuoka,kyuushuu,1,,,Published
kasuga-city,Kasuga City,City,,Kasuga City,fukuoka,kyuushuu,1,,,Published
kasuya-town,Kasuya Town,Town,,Kasuya Town,fukuoka,kyuushuu,1,,,Published
kama-city,Kama City,City,,Kama City,fukuoka,kyuushuu,1,,,Published
kawara-town,Kawara Town,Town,,Kawara Town,fukuoka,kyuushuu,1,,,Published
kanda-town,Kanda Town,Town,,Kanda Town,fukuoka,kyuushuu,1,,,Published
kitakyushu-city,Kitakyushu City,City,,Kitakyushu City,fukuoka,kyuushuu,1,,,Published
kurate-town,Kurate Town,Town,,Kurate Town,fukuoka,kyuushuu,1,,,Published
kurume-city,Kurume City,City,,Kurume City,fukuoka,kyuushuu,1,,,Published
keisen-town,Keisen Town,Town,,Keisen Town,fukuoka,kyuushuu,1,,,Published
koge-town,Koge Town,Town,,Koge Town,fukuoka,kyuushuu,1,,,Published
kotake-town,Kotake Town,Town,,Kotake Town,fukuoka,kyuushuu,1,,,Published
sasaguri-town,Sasaguri Town,Town,,Sasaguri Town,fukuoka,kyuushuu,1,,,Published
shime-town,Shime Town,Town,,Shime Town,fukuoka,kyuushuu,1,,,Published
shingu-town,Shingu Town,Town,,Shingu Town,fukuoka,kyuushuu,1,,,Published
sue-town,Sue Town,Town,,Sue Town,fukuoka,kyuushuu,1,,,Published
soeda-town,Soeda Town,Town,,Soeda Town,fukuoka,kyuushuu,1,,,Published
tagawa-city,Tagawa City,City,,Tagawa City,fukuoka,kyuushuu,1,,,Published
dazaifu-city,Dazaifu City,City,,Dazaifu City,fukuoka,kyuushuu,1,,,Published
tachiarai-town,Tachiarai Town,Town,,Tachiarai Town,fukuoka,kyuushuu,1,,,Published
chikugo-city,Chikugo City,City,,Chikugo City,fukuoka,kyuushuu,1,,,Published
chikushino-city,Chikushino City,City,,Chikushino City,fukuoka,kyuushuu,1,,,Published
chikujo-town,Chikujo Town,Town,,Chikujo Town,fukuoka,kyuushuu,1,,,Published
chikuzen-town,Chikuzen Town,Town,,Chikuzen Town,fukuoka,kyuushuu,1,,,Published
toho-village,Toho Village,City,,Toho Village,fukuoka,kyuushuu,1,,,Published
nakagawa-city,Nakagawa City,City,,Nakagawa City,fukuoka,kyuushuu,1,,,Published
nakama-city,Nakama City,City,,Nakama City,fukuoka,kyuushuu,1,,,Published
nogata-city,Nogata City,City,,Nogata City,fukuoka,kyuushuu,1,,,Published
hisayama-town,Hisayama Town,Town,,Hisayama Town,fukuoka,kyuushuu,1,,,Published
hirokawa-town,Hirokawa Town,Town,,Hirokawa Town,fukuoka,kyuushuu,1,,,Published
fukuoka-city,Fukuoka City,City,,Fukuoka City,fukuoka,kyuushuu,1,,,Published
fukuchi-town,Fukuchi Town,Town,,Fukuchi Town,fukuoka,kyuushuu,1,,,Published
fukutsu-city,Fukutsu City,City,,Fukutsu City,fukuoka,kyuushuu,1,,,Published
buzen-city,Buzen City,City,,Buzen City,fukuoka,kyuushuu,1,,,Published
mizumaki-town,Mizumaki Town,Town,,Mizumaki Town,fukuoka,kyuushuu,1,,,Published
miyako-town,Miyako Town,Town,,Miyako Town,fukuoka,kyuushuu,1,,,Published
miyama-city,Miyama City,City,,Miyama City,fukuoka,kyuushuu,1,,,Published
miyawaka-city,Miyawaka City,City,,Miyawaka City,fukuoka,kyuushuu,1,,,Published
munakata-city,Munakata City,City,,Munakata City,fukuoka,kyuushuu,1,,,Published
yanagawa-city,Yanagawa City,City,,Yanagawa City,fukuoka,kyuushuu,1,,,Published
yame-city,Yame City,City,,Yame City,fukuoka,kyuushuu,1,,,Published
yukuhashi-city,Yukuhashi City,City,,Yukuhashi City,fukuoka,kyuushuu,1,,,Published
yoshitomi-town,Yoshitomi Town,Town,,Yoshitomi Town,fukuoka,kyuushuu,1,,,Published
arita-town,Arita Town,Town,,Arita Town,saga,kyuushuu,1,,,Published
imari-city,Imari City,City,,Imari City,saga,kyuushuu,1,,,Published
ureshino-city,Ureshino City,City,,Ureshino City,saga,kyuushuu,1,,,Published
omachi-town,Omachi Town,Town,,Omachi Town,saga,kyuushuu,1,,,Published
ogi-city,Ogi City,City,,Ogi City,saga,kyuushuu,1,,,Published
kamimine-town,Kamimine Town,Town,,Kamimine Town,saga,kyuushuu,1,,,Published
karatsu-city,Karatsu City,City,,Karatsu City,saga,kyuushuu,1,,,Published
kanzaki-city,Kanzaki City,City,,Kanzaki City,saga,kyuushuu,1,,,Published
kiyama-town,Kiyama Town,Town,,Kiyama Town,saga,kyuushuu,1,,,Published
genkai-town,Genkai Town,Town,,Genkai Town,saga,kyuushuu,1,,,Published
kohoku-town,Kohoku Town,Town,,Kohoku Town,saga,kyuushuu,1,,,Published
saga-city,Saga City,City,,Saga City,saga,kyuushuu,1,,,Published
shiroishi-town,Shiroishi Town,Town,,Shiroishi Town,saga,kyuushuu,1,,,Published
taku-city,Taku City,City,,Taku City,saga,kyuushuu,1,,,Published
takeo-city,Takeo City,City,,Takeo City,saga,kyuushuu,1,,,Published
tara-town,Tara Town,Town,,Tara Town,saga,kyuushuu,1,,,Published
tosu-city,Tosu City,City,,Tosu City,saga,kyuushuu,1,,,Published
miyaki-town,Miyaki Town,Town,,Miyaki Town,saga,kyuushuu,1,,,Published
yoshinogari-town,Yoshinogari Town,Town,,Yoshinogari Town,saga,kyuushuu,1,,,Published
nagasaki-city,Nagasaki City,City,,Nagasaki City,nagasaki,kyuushuu,1,,,Published
sasebo-city,Sasebo City,City,,Sasebo City,nagasaki,kyuushuu,1,,,Published
isahaya-city,Isahaya City,City,,Isahaya City,nagasaki,kyuushuu,1,,,Published
mura-city,Ōmura City,City,,Ōmura City,nagasaki,kyuushuu,1,,,Published
shimabara-city,Shimabara City,City,,Shimabara City,nagasaki,kyuushuu,1,,,Published
minamishimabara-city,Minamishimabara City,City,,Minamishimabara City,nagasaki,kyuushuu,1,,,Published
hirado-city,Hirado City,City,,Hirado City,nagasaki,kyuushuu,1,,,Published
iki-city,Iki City,City,,Iki City,nagasaki,kyuushuu,1,,,Published
matsuura-city,Matsuura City,City,,Matsuura City,nagasaki,kyuushuu,1,,,Published
got-city,Gotō City,City,,Gotō City,nagasaki,kyuushuu,1,,,Published
saikai-city,Saikai City,City,,Saikai City,nagasaki,kyuushuu,1,,,Published
unzen-city,Unzen City,City,,Unzen City,nagasaki,kyuushuu,1,,,Published
nagayo-town,Nagayo Town,Town,,Nagayo Town,nagasaki,kyuushuu,1,,,Published
togitsu-town,Togitsu Town,Town,,Togitsu Town,nagasaki,kyuushuu,1,,,Published
higashisonogi-town,Higashisonogi Town,Town,,Higashisonogi Town,nagasaki,kyuushuu,1,,,Published
kawatana-town,Kawatana Town,Town,,Kawatana Town,nagasaki,kyuushuu,1,,,Published
hasami-town,Hasami Town,Town,,Hasami Town,nagasaki,kyuushuu,1,,,Published
ojika-town,Ojika Town,Town,,Ojika Town,nagasaki,kyuushuu,1,,,Published
saza-town,Saza Town,Town,,Saza Town,nagasaki,kyuushuu,1,,,Published
shinkamigoto-town,Shinkamigoto Town,Town,,Shinkamigoto Town,nagasaki,kyuushuu,1,,,Published
kumamoto-city,Kumamoto City,City,,Kumamoto City,kumamoto,kyuushuu,1,,,Published
yatsushiro-city,Yatsushiro City,City,,Yatsushiro City,kumamoto,kyuushuu,1,,,Published
amakusa-city,Amakusa City,City,,Amakusa City,kumamoto,kyuushuu,1,,,Published
tamana-city,Tamana City,City,,Tamana City,kumamoto,kyuushuu,1,,,Published
k-shi-city,Kōshi City,City,,Kōshi City,kumamoto,kyuushuu,1,,,Published
uki-city,Uki City,City,,Uki City,kumamoto,kyuushuu,1,,,Published
aso-city,Aso City,City,,Aso City,kumamoto,kyuushuu,1,,,Published
hitoyoshi-city,Hitoyoshi City,City,,Hitoyoshi City,kumamoto,kyuushuu,1,,,Published
kami-amakusa-city,Kami-Amakusa City,City,,Kami-Amakusa City,kumamoto,kyuushuu,1,,,Published
kikuchi-city,Kikuchi City,City,,Kikuchi City,kumamoto,kyuushuu,1,,,Published
minamata-city,Minamata City,City,,Minamata City,kumamoto,kyuushuu,1,,,Published
uto-city,Uto City,City,,Uto City,kumamoto,kyuushuu,1,,,Published
yamaga-city,Yamaga City,City,,Yamaga City,kumamoto,kyuushuu,1,,,Published
arao-city,Arao City,City,,Arao City,kumamoto,kyuushuu,1,,,Published
mashiki-town,Mashiki Town,Town,,Mashiki Town,kumamoto,kyuushuu,1,,,Published
mifune-town,Mifune Town,Town,,Mifune Town,kumamoto,kyuushuu,1,,,Published
minamioguni-town,Minamioguni Town,Town,,Minamioguni Town,kumamoto,kyuushuu,1,,,Published
nagasu-town,Nagasu Town,Town,,Nagasu Town,kumamoto,kyuushuu,1,,,Published
nagomi-town,Nagomi Town,Town,,Nagomi Town,kumamoto,kyuushuu,1,,,Published
nankan-town,Nankan Town,Town,,Nankan Town,kumamoto,kyuushuu,1,,,Published
nishiki-town,Nishiki Town,Town,,Nishiki Town,kumamoto,kyuushuu,1,,,Published
ozu-town,Ozu Town,Town,,Ozu Town,kumamoto,kyuushuu,1,,,Published
kikuyo-town,Kikuyo Town,Town,,Kikuyo Town,kumamoto,kyuushuu,1,,,Published
kosa-town,Kosa Town,Town,,Kosa Town,kumamoto,kyuushuu,1,,,Published
yamato-town,Yamato Town,Town,,Yamato Town,kumamoto,kyuushuu,1,,,Published
hikawa-town,Hikawa Town,Town,,Hikawa Town,kumamoto,kyuushuu,1,,,Published
ashikita-town,Ashikita Town,Town,,Ashikita Town,kumamoto,kyuushuu,1,,,Published
tsunagi-town,Tsunagi Town,Town,,Tsunagi Town,kumamoto,kyuushuu,1,,,Published
asagiri-town,Asagiri Town,Town,,Asagiri Town,kumamoto,kyuushuu,1,,,Published
taragi-town,Taragi Town,Town,,Taragi Town,kumamoto,kyuushuu,1,,,Published
yunomae-town,Yunomae Town,Town,,Yunomae Town,kumamoto,kyuushuu,1,,,Published
mizukami-village,Mizukami Village,City,,Mizukami Village,kumamoto,kyuushuu,1,,,Published
sagara-village,Sagara Village,City,,Sagara Village,kumamoto,kyuushuu,1,,,Published
itsuki-village,Itsuki Village,City,,Itsuki Village,kumamoto,kyuushuu,1,,,Published
yamae-village,Yamae Village,City,,Yamae Village,kumamoto,kyuushuu,1,,,Published
kuma-village,Kuma Village,City,,Kuma Village,kumamoto,kyuushuu,1,,,Published
reihoku-town,Reihoku Town,Town,,Reihoku Town,kumamoto,kyuushuu,1,,,Published
nishihara-village,Nishihara Village,City,,Nishihara Village,kumamoto,kyuushuu,1,,,Published
minamiaso-village,Minamiaso Village,City,,Minamiaso Village,kumamoto,kyuushuu,1,,,Published
ubuyama-village,Ubuyama Village,City,,Ubuyama Village,kumamoto,kyuushuu,1,,,Published
gyokuto-town,Gyokuto Town,Town,,Gyokuto Town,kumamoto,kyuushuu,1,,,Published
kashima-town,Kashima Town,Town,,Kashima Town,kumamoto,kyuushuu,1,,,Published
beppu-city,Beppu City,City,,Beppu City,oita,kyuushuu,1,,,Published
bungo-no-city,Bungo-Ōno City,City,,Bungo-Ōno City,oita,kyuushuu,1,,,Published
bungotakada-city,Bungotakada City,City,,Bungotakada City,oita,kyuushuu,1,,,Published
hita-city,Hita City,City,,Hita City,oita,kyuushuu,1,,,Published
kitsuki-city,Kitsuki City,City,,Kitsuki City,oita,kyuushuu,1,,,Published
kunisaki-city,Kunisaki City,City,,Kunisaki City,oita,kyuushuu,1,,,Published
nakatsu-city,Nakatsu City,City,,Nakatsu City,oita,kyuushuu,1,,,Published
ita-city,Ōita City,City,,Ōita City,oita,kyuushuu,1,,,Published
saiki-city,Saiki City,City,,Saiki City,oita,kyuushuu,1,,,Published
taketa-city,Taketa City,City,,Taketa City,oita,kyuushuu,1,,,Published
tsukumi-city,Tsukumi City,City,,Tsukumi City,oita,kyuushuu,1,,,Published
usa-city,Usa City,City,,Usa City,oita,kyuushuu,1,,,Published
usuki-city,Usuki City,City,,Usuki City,oita,kyuushuu,1,,,Published
yufu-city,Yufu City,City,,Yufu City,oita,kyuushuu,1,,,Published
hiji-town,Hiji Town,Town,,Hiji Town,oita,kyuushuu,1,,,Published
himeshima-village,Himeshima Village,City,,Himeshima Village,oita,kyuushuu,1,,,Published
kokonoe-town,Kokonoe Town,Town,,Kokonoe Town,oita,kyuushuu,1,,,Published
kusu-town,Kusu Town,Town,,Kusu Town,oita,kyuushuu,1,,,Published
aya-town,Aya Town,Town,,Aya Town,miyazaki,kyuushuu,1,,,Published
ebino-city,Ebino City,City,,Ebino City,miyazaki,kyuushuu,1,,,Published
kadogawa-town,Kadogawa Town,Town,,Kadogawa Town,miyazaki,kyuushuu,1,,,Published
kawaminami-town,Kawaminami Town,Town,,Kawaminami Town,miyazaki,kyuushuu,1,,,Published
kijo-town,Kijo Town,Town,,Kijo Town,miyazaki,kyuushuu,1,,,Published
kushima-city,Kushima City,City,,Kushima City,miyazaki,kyuushuu,1,,,Published
kunitomi-town,Kunitomi Town,Town,,Kunitomi Town,miyazaki,kyuushuu,1,,,Published
gokase-town,Gokase Town,Town,,Gokase Town,miyazaki,kyuushuu,1,,,Published
kobayashi-city,Kobayashi City,City,,Kobayashi City,miyazaki,kyuushuu,1,,,Published
saito-city,Saito City,City,,Saito City,miyazaki,kyuushuu,1,,,Published
shiiba-village,Shiiba Village,City,,Shiiba Village,miyazaki,kyuushuu,1,,,Published
shintomi-town,Shintomi Town,Town,,Shintomi Town,miyazaki,kyuushuu,1,,,Published
takachiho-town,Takachiho Town,Town,,Takachiho Town,miyazaki,kyuushuu,1,,,Published
takanabe-town,Takanabe Town,Town,,Takanabe Town,miyazaki,kyuushuu,1,,,Published
takaharu-town,Takaharu Town,Town,,Takaharu Town,miyazaki,kyuushuu,1,,,Published
nishimera-village,Nishimera Village,City,,Nishimera Village,miyazaki,kyuushuu,1,,,Published
nichinan-city,Nichinan City,City,,Nichinan City,miyazaki,kyuushuu,1,,,Published
nobeoka-city,Nobeoka City,City,,Nobeoka City,miyazaki,kyuushuu,1,,,Published
hinokage-town,Hinokage Town,Town,,Hinokage Town,miyazaki,kyuushuu,1,,,Published
hyuga-city,Hyuga City,City,,Hyuga City,miyazaki,kyuushuu,1,,,Published
mimata-town,Mimata Town,Town,,Mimata Town,miyazaki,kyuushuu,1,,,Published
miyakonojo-city,Miyakonojo City,City,,Miyakonojo City,miyazaki,kyuushuu,1,,,Published
miyazaki-city,Miyazaki City,City,,Miyazaki City,miyazaki,kyuushuu,1,,,Published
morotsuka-village,Morotsuka Village,City,,Morotsuka Village,miyazaki,kyuushuu,1,,,Published
aira-city,Aira City,City,,Aira City,kagoshima,kyuushuu,1,,,Published
akune-city,Akune City,City,,Akune City,kagoshima,kyuushuu,1,,,Published
amagi-town,Amagi Town,Town,,Amagi Town,kagoshima,kyuushuu,1,,,Published
amami-city,Amami City,City,,Amami City,kagoshima,kyuushuu,1,,,Published
isa-city,Isa City,City,,Isa City,kagoshima,kyuushuu,1,,,Published
isen-town,Isen Town,Town,,Isen Town,kagoshima,kyuushuu,1,,,Published
ichikikushikino-city,Ichikikushikino City,City,,Ichikikushikino City,kagoshima,kyuushuu,1,,,Published
ibusuki-city,Ibusuki City,City,,Ibusuki City,kagoshima,kyuushuu,1,,,Published
uken-village,Uken Village,City,,Uken Village,kagoshima,kyuushuu,1,,,Published
osaki-town,Osaki Town,Town,,Osaki Town,kagoshima,kyuushuu,1,,,Published
kagoshima-city,Kagoshima City,City,,Kagoshima City,kagoshima,kyuushuu,1,,,Published
kanoya-city,Kanoya City,City,,Kanoya City,kagoshima,kyuushuu,1,,,Published
kikai-town,Kikai Town,Town,,Kikai Town,kagoshima,kyuushuu,1,,,Published
kimotsuki-town,Kimotsuki Town,Town,,Kimotsuki Town,kagoshima,kyuushuu,1,,,Published
kirishima-city,Kirishima City,City,,Kirishima City,kagoshima,kyuushuu,1,,,Published
kinko-town,Kinko Town,Town,,Kinko Town,kagoshima,kyuushuu,1,,,Published
satsumasendai-city,Satsumasendai City,City,,Satsumasendai City,kagoshima,kyuushuu,1,,,Published
satsuma-town,Satsuma Town,Town,,Satsuma Town,kagoshima,kyuushuu,1,,,Published
shibushi-city,Shibushi City,City,,Shibushi City,kagoshima,kyuushuu,1,,,Published
setouchi-town,Setouchi Town,Town,,Setouchi Town,kagoshima,kyuushuu,1,,,Published
soo-city,Soo City,City,,Soo City,kagoshima,kyuushuu,1,,,Published
tatsugo-town,Tatsugo Town,Town,,Tatsugo Town,kagoshima,kyuushuu,1,,,Published
tarumizu-city,Tarumizu City,City,,Tarumizu City,kagoshima,kyuushuu,1,,,Published
china-town,China Town,Town,,China Town,kagoshima,kyuushuu,1,,,Published
tokunoshima-town,Tokunoshima Town,Town,,Tokunoshima Town,kagoshima,kyuushuu,1,,,Published
nagashima-town,Nagashima Town,Town,,Nagashima Town,kagoshima,kyuushuu,1,,,Published
nakatane-town,Nakatane Town,Town,,Nakatane Town,kagoshima,kyuushuu,1,,,Published
nishinoomote-city,Nishinoomote City,City,,Nishinoomote City,kagoshima,kyuushuu,1,,,Published
hioki-city,Hioki City,City,,Hioki City,kagoshima,kyuushuu,1,,,Published
higashikushira-town,Higashikushira Town,Town,,Higashikushira Town,kagoshima,kyuushuu,1,,,Published
makurazaki-city,Makurazaki City,City,,Makurazaki City,kagoshima,kyuushuu,1,,,Published
mishima-village,Mishima Village,City,,Mishima Village,kagoshima,kyuushuu,1,,,Published
minamiosumi-town,Minamiosumi Town,Town,,Minamiosumi Town,kagoshima,kyuushuu,1,,,Published
minamikyushu-city,Minamikyushu City,City,,Minamikyushu City,kagoshima,kyuushuu,1,,,Published
minamisatsuma-city,Minamisatsuma City,City,,Minamisatsuma City,kagoshima,kyuushuu,1,,,Published
minamitane-town,Minamitane Town,Town,,Minamitane Town,kagoshima,kyuushuu,1,,,Published
yakushima-town,Yakushima Town,Town,,Yakushima Town,kagoshima,kyuushuu,1,,,Published
yamato-village,Yamato Village,City,,Yamato Village,kagoshima,kyuushuu,1,,,Published
yusui-town,Yusui Town,Town,,Yusui Town,kagoshima,kyuushuu,1,,,Published
yoron-town,Yoron Town,Town,,Yoron Town,kagoshima,kyuushuu,1,,,Published
wadomari-town,Wadomari Town,Town,,Wadomari Town,kagoshima,kyuushuu,1,,,Published
aguni-village,Aguni Village,City,,Aguni Village,okinawa,okinawa,1,,,Published
ie-village,Ie Village,City,,Ie Village,okinawa,okinawa,1,,,Published
ishigaki-city,Ishigaki City,City,,Ishigaki City,okinawa,okinawa,1,,,Published
izena-village,Izena Village,City,,Izena Village,okinawa,okinawa,1,,,Published
itoman-city,Itoman City,City,,Itoman City,okinawa,okinawa,1,,,Published
iheya-village,Iheya Village,City,,Iheya Village,okinawa,okinawa,1,,,Published
urasoe-city,Urasoe City,City,,Urasoe City,okinawa,okinawa,1,,,Published
uruma-city,Uruma City,City,,Uruma City,okinawa,okinawa,1,,,Published
ogimi-village,Ogimi Village,City,,Ogimi Village,okinawa,okinawa,1,,,Published
okinawa-city,Okinawa City,City,,Okinawa City,okinawa,okinawa,1,,,Published
onna-village,Onna Village,City,,Onna Village,okinawa,okinawa,1,,,Published
kadena-town,Kadena Town,Town,,Kadena Town,okinawa,okinawa,1,,,Published
kitadaito-village,Kitadaito Village,City,,Kitadaito Village,okinawa,okinawa,1,,,Published
kitanakagusuku-village,Kitanakagusuku Village,City,,Kitanakagusuku Village,okinawa,okinawa,1,,,Published
